Timestamp,FractionalDate,UncorrectedCountRate[cts/min],CorrectedCountRate[cts/min],Pressure[mbar]
1980-05-29T00:00:00Z,1980.4071038,5258,5844,1014.29
1980-05-30T00:00:00Z,1980.4098361,5337,5839,1012.15
1980-05-31T00:00:00Z,1980.4125683,5464,5833,1008.85
1980-06-01T00:00:00Z,1980.4153005,5335,5806,1011.42
1980-06-02T00:00:00Z,1980.4180328,5244,5818,1014.05
1980-06-03T00:00:00Z,1980.4207650,5101,5828,1018.02
1980-06-04T00:00:00Z,1980.4234973,5115,5846,1018.06
1980-06-05T00:00:00Z,1980.4262295,5216,5883,1016.26
1980-06-06T00:00:00Z,1980.4289617,5146,5880,1018.03
1980-06-07T00:00:00Z,1980.4316940,5181,5797,1015.20
1980-06-08T00:00:00Z,1980.4344262,5225,5709,1011.97
1980-06-09T00:00:00Z,1980.4371585,5312,5656,1008.47
1980-06-10T00:00:00Z,1980.4398907,5221,5638,1010.37
1980-06-11T00:00:00Z,1980.4426230,5421,5564,1003.53
1980-06-12T00:00:00Z,1980.4453552,5277,5657,1009.42
1980-06-13T00:00:00Z,1980.4480874,5121,5667,1013.70
1980-06-14T00:00:00Z,1980.4508197,5081,5717,1015.94
1980-06-15T00:00:00Z,1980.4535519,5132,5755,1015.50
1980-06-16T00:00:00Z,1980.4562842,5251,5773,1012.82
1980-06-17T00:00:00Z,1980.4590164,5185,5773,1014.53
1980-06-18T00:00:00Z,1980.4617486,5210,5797,1014.44
1980-06-19T00:00:00Z,1980.4644809,5362,5820,1011.08
1980-06-20T00:00:00Z,1980.4672131,5497,5830,1007.95
1980-06-21T00:00:00Z,1980.4699454,5608,5802,1004.61
1980-06-22T00:00:00Z,1980.4726776,5475,5795,1007.68
1980-06-23T00:00:00Z,1980.4754098,5422,5786,1008.80
1980-06-24T00:00:00Z,1980.4781421,5286,5616,1008.20
1980-06-25T00:00:00Z,1980.4808743,5491,5635,1003.56
1980-06-26T00:00:00Z,1980.4836066,5777,5642,996.81
1980-06-27T00:00:00Z,1980.4863388,5868,5658,995.08
1980-06-28T00:00:00Z,1980.4890710,6057,5678,991.30
1980-06-29T00:00:00Z,1980.4918033,5523,5726,1004.91
1980-06-30T00:00:00Z,1980.4945355,5420,5765,1008.34
1980-07-01T00:00:00Z,1980.4972678,5393,5768,1009.10
1980-07-02T00:00:00Z,1980.5000000,5301,5734,1010.61
1980-07-03T00:00:00Z,1980.5027322,5263,5755,1012.06
1980-07-04T00:00:00Z,1980.5054645,5256,5805,1013.42
1980-07-05T00:00:00Z,1980.5081967,5298,5748,1011.03
1980-07-06T00:00:00Z,1980.5109290,5400,5798,1009.60
1980-07-07T00:00:00Z,1980.5136612,5512,5793,1006.75
1980-07-08T00:00:00Z,1980.5163934,5569,5798,1005.45
1980-07-09T00:00:00Z,1980.5191257,5365,5774,1009.95
1980-07-10T00:00:00Z,1980.5218579,5326,5794,1011.38
1980-07-11T00:00:00Z,1980.5245902,5514,5806,1006.97
1980-07-12T00:00:00Z,1980.5273224,5449,5771,1007.77
1980-07-13T00:00:00Z,1980.5300546,5392,5762,1008.97
1980-07-14T00:00:00Z,1980.5327869,5444,5762,1007.67
1980-07-15T00:00:00Z,1980.5355191,5379,5775,1009.58
1980-07-16T00:00:00Z,1980.5382514,5406,5798,1009.45
1980-07-17T00:00:00Z,1980.5409836,5665,5791,1003.00
1980-07-18T00:00:00Z,1980.5437158,5944,5738,995.23
1980-07-19T00:00:00Z,1980.5464481,5758,5625,996.85
1980-07-20T00:00:00Z,1980.5491803,5622,5663,1000.98
1980-07-21T00:00:00Z,1980.5519126,5423,5673,1006.09
1980-07-22T00:00:00Z,1980.5546448,5263,5696,1010.70
1980-07-23T00:00:00Z,1980.5573770,5176,5725,1013.61
1980-07-24T00:00:00Z,1980.5601093,5061,5735,1016.88
1980-07-25T00:00:00Z,1980.5628415,4980,5737,1019.12
1980-07-26T00:00:00Z,1980.5655738,4695,5555,1022.73
1980-07-27T00:00:00Z,1980.5683060,4646,5554,1024.15
1980-07-28T00:00:00Z,1980.5710383,0,0,0.00
1980-07-29T00:00:00Z,1980.5737705,0,0,0.00
1980-07-30T00:00:00Z,1980.5765027,0,0,0.00
1980-07-31T00:00:00Z,1980.5792350,4914,5729,1020.75
1980-08-01T00:00:00Z,1980.5819672,5071,5756,1017.14
1980-08-02T00:00:00Z,1980.5846995,5142,5765,1015.45
1980-08-03T00:00:00Z,1980.5874317,5225,5799,1014.09
1980-08-04T00:00:00Z,1980.5901639,5398,5805,1009.83
1980-08-05T00:00:00Z,1980.5928962,5591,5788,1004.69
1980-08-06T00:00:00Z,1980.5956284,5812,5752,998.60
1980-08-07T00:00:00Z,1980.5983607,5783,5743,999.08
1980-08-08T00:00:00Z,1980.6010929,5653,5748,1002.25
1980-08-09T00:00:00Z,1980.6038251,5542,5771,1005.48
1980-08-10T00:00:00Z,1980.6065574,5452,5780,1007.89
1980-08-11T00:00:00Z,1980.6092896,5293,5808,1012.55
1980-08-12T00:00:00Z,1980.6120219,5330,5820,1011.88
1980-08-13T00:00:00Z,1980.6147541,5261,5789,1012.92
1980-08-14T00:00:00Z,1980.6174863,4992,5750,1019.11
1980-08-15T00:00:00Z,1980.6202186,4788,5755,1024.88
1980-08-16T00:00:00Z,1980.6229508,4676,5728,1027.41
1980-08-17T00:00:00Z,1980.6256831,4670,5700,1026.95
1980-08-18T00:00:00Z,1980.6284153,4728,5702,1025.31
1980-08-19T00:00:00Z,1980.6311475,5108,5716,1015.19
1980-08-20T00:00:00Z,1980.6338798,5580,5728,1003.63
1980-08-21T00:00:00Z,1980.6366120,6214,5723,988.89
1980-08-22T00:00:00Z,1980.6393443,6278,5729,987.64
1980-08-23T00:00:00Z,1980.6420765,5943,5735,995.22
1980-08-24T00:00:00Z,1980.6448087,5575,5780,1004.91
1980-08-25T00:00:00Z,1980.6475410,5223,5774,1013.55
1980-08-26T00:00:00Z,1980.6502732,5072,5795,1018.00
1980-08-27T00:00:00Z,1980.6530055,5028,5780,1018.84
1980-08-28T00:00:00Z,1980.6557377,5264,5792,1012.95
1980-08-29T00:00:00Z,1980.6584699,5688,5773,1002.04
1980-08-30T00:00:00Z,1980.6612022,5553,5772,1005.25
1980-08-31T00:00:00Z,1980.6639344,5323,5773,1010.96
1980-09-01T00:00:00Z,1980.6666667,5220,5808,1014.42
1980-09-02T00:00:00Z,1980.6693989,5206,5840,1015.55
1980-09-03T00:00:00Z,1980.6721311,5580,5814,1005.56
1980-09-04T00:00:00Z,1980.6748634,5541,5804,1006.27
1980-09-05T00:00:00Z,1980.6775956,5408,5784,1009.10
1980-09-06T00:00:00Z,1980.6803279,5331,5715,1009.40
1980-09-07T00:00:00Z,1980.6830601,5421,5685,1006.42
1980-09-08T00:00:00Z,1980.6857923,5412,5698,1006.95
1980-09-09T00:00:00Z,1980.6885246,5614,5720,1002.53
1980-09-10T00:00:00Z,1980.6912568,5970,5747,994.87
1980-09-11T00:00:00Z,1980.6939891,5668,5756,1002.10
1980-09-12T00:00:00Z,1980.6967213,5559,5774,1005.15
1980-09-13T00:00:00Z,1980.6994536,5787,5746,999.07
1980-09-14T00:00:00Z,1980.7021858,6075,5748,992.52
1980-09-15T00:00:00Z,1980.7049180,5762,5716,999.05
1980-09-16T00:00:00Z,1980.7076503,5004,5730,1018.35
1980-09-17T00:00:00Z,1980.7103825,4995,5745,1018.92
1980-09-18T00:00:00Z,1980.7131148,5131,5732,1014.95
1980-09-19T00:00:00Z,1980.7158470,5249,5747,1012.25
1980-09-20T00:00:00Z,1980.7185792,5204,5752,1013.52
1980-09-21T00:00:00Z,1980.7213115,5102,5758,1016.35
1980-09-22T00:00:00Z,1980.7240437,5106,5765,1016.41
1980-09-23T00:00:00Z,1980.7267760,5064,5766,1017.59
1980-09-24T00:00:00Z,1980.7295082,4878,5773,1022.77
1980-09-25T00:00:00Z,1980.7322404,5031,5775,1018.65
1980-09-26T00:00:00Z,1980.7349727,5034,5779,1018.67
1980-09-27T00:00:00Z,1980.7377049,4840,5812,1024.75
1980-09-28T00:00:00Z,1980.7404372,4794,5796,1025.64
1980-09-29T00:00:00Z,1980.7431694,5051,5761,1017.80
1980-09-30T00:00:00Z,1980.7459016,5457,5762,1007.38
1980-10-01T00:00:00Z,1980.7486339,5538,5779,1005.77
1980-10-02T00:00:00Z,1980.7513661,5918,5771,996.60
1980-10-03T00:00:00Z,1980.7540984,5370,5727,1008.83
1980-10-04T00:00:00Z,1980.7568306,4948,5662,1018.21
1980-10-05T00:00:00Z,1980.7595628,5023,5630,1015.42
1980-10-06T00:00:00Z,1980.7622951,5222,5664,1011.01
1980-10-07T00:00:00Z,1980.7650273,5613,5686,1001.78
1980-10-08T00:00:00Z,1980.7677596,6153,5685,989.32
1980-10-09T00:00:00Z,1980.7704918,5865,5636,994.65
1980-10-10T00:00:00Z,1980.7732240,5562,5631,1001.70
1980-10-11T00:00:00Z,1980.7759563,5132,5572,1011.12
1980-10-12T00:00:00Z,1980.7786885,5511,5632,1003.02
1980-10-13T00:00:00Z,1980.7814208,5343,5640,1007.33
1980-10-14T00:00:00Z,1980.7841530,5194,5643,1011.20
1980-10-15T00:00:00Z,1980.7868852,5497,5601,1002.61
1980-10-16T00:00:00Z,1980.7896175,5548,5636,1002.23
1980-10-17T00:00:00Z,1980.7923497,5141,5692,1013.77
1980-10-18T00:00:00Z,1980.7950820,5390,5632,1006.09
1980-10-19T00:00:00Z,1980.7978142,5606,5576,999.30
1980-10-20T00:00:00Z,1980.8005464,5606,5606,1000.00
1980-10-21T00:00:00Z,1980.8032787,5610,5620,1000.24
1980-10-22T00:00:00Z,1980.8060109,5554,5621,1001.62
1980-10-23T00:00:00Z,1980.8087432,5496,5622,1003.06
1980-10-24T00:00:00Z,1980.8114754,5574,5619,1001.10
1980-10-25T00:00:00Z,1980.8142077,5529,5629,1002.45
1980-10-26T00:00:00Z,1980.8169399,5297,5626,1008.14
1980-10-27T00:00:00Z,1980.8196721,5297,5650,1008.73
1980-10-28T00:00:00Z,1980.8224044,5621,5667,1001.10
1980-10-29T00:00:00Z,1980.8251366,5612,5684,1001.74
1980-10-30T00:00:00Z,1980.8278689,5170,5727,1013.90
1980-10-31T00:00:00Z,1980.8306011,4560,5631,1028.58
1980-11-01T00:00:00Z,1980.8333333,4322,5610,1035.26
1980-11-02T00:00:00Z,1980.8360656,4370,5551,1032.33
1980-11-03T00:00:00Z,1980.8387978,4425,5554,1030.73
1980-11-04T00:00:00Z,1980.8415301,4552,5581,1027.53
1980-11-05T00:00:00Z,1980.8442623,4611,5609,1026.53
1980-11-06T00:00:00Z,1980.8469945,4990,5601,1015.59
1980-11-07T00:00:00Z,1980.8497268,5000,5654,1016.70
1980-11-08T00:00:00Z,1980.8524590,5899,5674,994.80
1980-11-09T00:00:00Z,1980.8551913,5802,5636,996.14
1980-11-10T00:00:00Z,1980.8579235,5555,5540,999.63
1980-11-11T00:00:00Z,1980.8606557,5509,5467,999.00
1980-11-12T00:00:00Z,1980.8633880,5250,5467,1005.46
1980-11-13T00:00:00Z,1980.8661202,5271,5519,1006.24
1980-11-14T00:00:00Z,1980.8688525,5473,5551,1001.90
1980-11-15T00:00:00Z,1980.8715847,5495,5567,1001.76
1980-11-16T00:00:00Z,1980.8743169,6239,5557,984.55
1980-11-17T00:00:00Z,1980.8770492,6222,5566,984.96
1980-11-18T00:00:00Z,1980.8797814,6092,5558,987.60
1980-11-19T00:00:00Z,1980.8825137,5550,5577,1000.76
1980-11-20T00:00:00Z,1980.8852459,5248,5601,1008.80
1980-11-21T00:00:00Z,1980.8879781,6076,5588,988.95
1980-11-22T00:00:00Z,1980.8907104,5639,5584,998.71
1980-11-23T00:00:00Z,1980.8934426,6264,5617,985.28
1980-11-24T00:00:00Z,1980.8961749,6227,5616,986.03
1980-11-25T00:00:00Z,1980.8989071,5921,5535,990.92
1980-11-26T00:00:00Z,1980.9016393,5819,5481,991.90
1980-11-27T00:00:00Z,1980.9043716,5809,5457,991.57
1980-11-28T00:00:00Z,1980.9071038,5154,5471,1008.16
1980-11-29T00:00:00Z,1980.9098361,4661,5523,1022.97
1980-11-30T00:00:00Z,1980.9125683,4596,5418,1022.30
1980-12-01T00:00:00Z,1980.9153005,5265,5374,1002.96
1980-12-02T00:00:00Z,1980.9180328,6148,5360,981.48
1980-12-03T00:00:00Z,1980.9207650,5826,5340,988.22
1980-12-04T00:00:00Z,1980.9234973,5713,5389,992.09
1980-12-05T00:00:00Z,1980.9262295,5762,5446,992.37
1980-12-06T00:00:00Z,1980.9289617,5805,5511,993.01
1980-12-07T00:00:00Z,1980.9316940,5519,5536,1000.41
1980-12-08T00:00:00Z,1980.9344262,5662,5671,1000.32
1980-12-09T00:00:00Z,1980.9371585,6097,5698,990.88
1980-12-10T00:00:00Z,1980.9398907,5623,5723,1002.39
1980-12-11T00:00:00Z,1980.9426230,5613,5672,1001.40
1980-12-12T00:00:00Z,1980.9453552,5600,5552,998.83
1980-12-13T00:00:00Z,1980.9480874,6312,5531,982.21
1980-12-14T00:00:00Z,1980.9508197,5997,5525,988.97
1980-12-15T00:00:00Z,1980.9535519,5801,5587,994.93
1980-12-16T00:00:00Z,1980.9562842,5741,5548,995.52
1980-12-17T00:00:00Z,1980.9590164,5375,5584,1005.26
1980-12-18T00:00:00Z,1980.9617486,5789,5564,994.65
1980-12-19T00:00:00Z,1980.9644809,5358,5490,1003.31
1980-12-20T00:00:00Z,1980.9672131,5339,5464,1003.15
1980-12-21T00:00:00Z,1980.9699454,5086,5459,1009.58
1980-12-22T00:00:00Z,1980.9726776,5314,5517,1005.10
1980-12-23T00:00:00Z,1980.9754098,5834,5556,993.43
1980-12-24T00:00:00Z,1980.9781421,6021,5579,989.70
1980-12-25T00:00:00Z,1980.9808743,6174,5605,986.95
1980-12-26T00:00:00Z,1980.9836066,5786,5592,995.46
1980-12-27T00:00:00Z,1980.9863388,4988,5637,1016.56
1980-12-28T00:00:00Z,1980.9890710,5694,5670,999.83
1980-12-29T00:00:00Z,1980.9918033,6381,5620,983.14
1980-12-30T00:00:00Z,1980.9945355,6337,5602,983.44
1980-12-31T00:00:00Z,1980.9972678,6355,5641,983.95
1981-01-01T00:00:00Z,1981.0000000,6728,5616,975.60
1981-01-02T00:00:00Z,1981.0027397,6369,5689,984.75
1981-01-03T00:00:00Z,1981.0054795,6145,5728,990.50
1981-01-04T00:00:00Z,1981.0082192,5867,5732,996.90
1981-01-05T00:00:00Z,1981.0109589,5521,5739,1005.25
1981-01-06T00:00:00Z,1981.0136986,5608,5756,1003.51
1981-01-07T00:00:00Z,1981.0164384,5176,5753,1014.35
1981-01-08T00:00:00Z,1981.0191781,5619,5767,1003.82
1981-01-09T00:00:00Z,1981.0219178,6046,5733,992.83
1981-01-10T00:00:00Z,1981.0246575,5781,5744,999.16
1981-01-11T00:00:00Z,1981.0273973,5822,5770,998.97
1981-01-12T00:00:00Z,1981.0301370,6582,5752,981.83
1981-01-13T00:00:00Z,1981.0328767,6361,5764,986.70
1981-01-14T00:00:00Z,1981.0356164,6594,5783,982.30
1981-01-15T00:00:00Z,1981.0383562,6962,5741,973.93
1981-01-16T00:00:00Z,1981.0410959,6692,5713,978.67
1981-01-17T00:00:00Z,1981.0438356,5960,5690,993.89
1981-01-18T00:00:00Z,1981.0465753,5132,5715,1014.60
1981-01-19T00:00:00Z,1981.0493151,4930,5727,1020.25
1981-01-20T00:00:00Z,1981.0520548,5036,5734,1017.55
1981-01-21T00:00:00Z,1981.0547945,4952,5747,1020.11
1981-01-22T00:00:00Z,1981.0575342,5099,5727,1015.72
1981-01-23T00:00:00Z,1981.0602740,5356,5708,1008.65
1981-01-24T00:00:00Z,1981.0630137,6126,5744,991.49
1981-01-25T00:00:00Z,1981.0657534,6490,5762,984.04
1981-01-26T00:00:00Z,1981.0684932,5367,5751,1009.46
1981-01-27T00:00:00Z,1981.0712329,5554,5775,1005.39
1981-01-28T00:00:00Z,1981.0739726,5540,5763,1005.34
1981-01-29T00:00:00Z,1981.0767123,5541,5794,1006.03
1981-01-30T00:00:00Z,1981.0794521,5637,5652,1000.37
1981-01-31T00:00:00Z,1981.0821918,5675,5597,998.18
1981-02-01T00:00:00Z,1981.0849315,6105,5596,988.51
1981-02-02T00:00:00Z,1981.0876712,5894,5585,992.96
1981-02-03T00:00:00Z,1981.0904110,6507,5528,977.99
1981-02-04T00:00:00Z,1981.0931507,6426,5534,979.82
1981-02-05T00:00:00Z,1981.0958904,5994,5548,989.62
1981-02-06T00:00:00Z,1981.0986301,5941,5570,991.46
1981-02-07T00:00:00Z,1981.1013699,6562,5496,976.16
1981-02-08T00:00:00Z,1981.1041096,6209,5527,984.30
1981-02-09T00:00:00Z,1981.1068493,5750,5578,995.98
1981-02-10T00:00:00Z,1981.1095890,5232,5585,1008.85
1981-02-11T00:00:00Z,1981.1123288,5023,5624,1015.28
1981-02-12T00:00:00Z,1981.1150685,4814,5631,1021.22
1981-02-13T00:00:00Z,1981.1178082,4713,5679,1025.22
1981-02-14T00:00:00Z,1981.1205479,5033,5699,1016.83
1981-02-15T00:00:00Z,1981.1232877,5073,5709,1015.96
1981-02-16T00:00:00Z,1981.1260274,5026,5715,1017.35
1981-02-17T00:00:00Z,1981.1287671,4577,5733,1030.57
1981-02-18T00:00:00Z,1981.1315068,4197,5756,1042.69
1981-02-19T00:00:00Z,1981.1342466,4246,5772,1041.50
1981-02-20T00:00:00Z,1981.1369863,4356,5727,1037.00
1981-02-21T00:00:00Z,1981.1397260,4676,5700,1026.78
1981-02-22T00:00:00Z,1981.1424658,4769,5714,1024.45
1981-02-23T00:00:00Z,1981.1452055,4335,5709,1037.27
1981-02-24T00:00:00Z,1981.1479452,4072,5701,1045.47
1981-02-25T00:00:00Z,1981.1506849,4215,5739,1041.72
1981-02-26T00:00:00Z,1981.1534247,4113,5652,1042.97
1981-02-27T00:00:00Z,1981.1561644,4020,5620,1045.25
1981-02-28T00:00:00Z,1981.1589041,4184,5639,1040.38
1981-03-01T00:00:00Z,1981.1616438,4698,5640,1024.75
1981-03-02T00:00:00Z,1981.1643836,4958,5491,1013.80
1981-03-03T00:00:00Z,1981.1671233,5119,5467,1008.88
1981-03-04T00:00:00Z,1981.1698630,5106,5470,1009.30
1981-03-05T00:00:00Z,1981.1726027,5030,5455,1010.95
1981-03-06T00:00:00Z,1981.1753425,4796,5372,1015.32
1981-03-07T00:00:00Z,1981.1780822,4757,5428,1017.83
1981-03-08T00:00:00Z,1981.1808219,5154,5535,1009.71
1981-03-09T00:00:00Z,1981.1835616,6097,5621,989.20
1981-03-10T00:00:00Z,1981.1863014,5996,5571,990.22
1981-03-11T00:00:00Z,1981.1890411,5337,5651,1007.75
1981-03-12T00:00:00Z,1981.1917808,5312,5707,1009.72
1981-03-13T00:00:00Z,1981.1945205,5494,5610,1002.83
1981-03-14T00:00:00Z,1981.1972603,5217,5595,1009.47
1981-03-15T00:00:00Z,1981.2000000,5174,5616,1011.07
1981-03-16T00:00:00Z,1981.2027397,5200,5629,1010.72
1981-03-17T00:00:00Z,1981.2054795,5580,5657,1001.90
1981-03-18T00:00:00Z,1981.2082192,5541,5672,1003.15
1981-03-19T00:00:00Z,1981.2109589,5835,5726,997.55
1981-03-20T00:00:00Z,1981.2136986,6263,5742,988.28
1981-03-21T00:00:00Z,1981.2164384,5796,5743,998.78
1981-03-22T00:00:00Z,1981.2191781,5934,5744,995.60
1981-03-23T00:00:00Z,1981.2219178,6587,5778,982.49
1981-03-24T00:00:00Z,1981.2246575,6261,5737,988.23
1981-03-25T00:00:00Z,1981.2273973,6075,5751,992.64
1981-03-26T00:00:00Z,1981.2301370,5558,5623,1001.58
1981-03-27T00:00:00Z,1981.2328767,5254,5602,1008.70
1981-03-28T00:00:00Z,1981.2356164,4827,5625,1020.69
1981-03-29T00:00:00Z,1981.2383562,4814,5626,1021.10
1981-03-30T00:00:00Z,1981.2410959,4935,5630,1017.81
1981-03-31T00:00:00Z,1981.2438356,4928,5668,1018.89
1981-04-01T00:00:00Z,1981.2465753,4699,5698,1026.05
1981-04-02T00:00:00Z,1981.2493151,4870,5706,1021.44
1981-04-03T00:00:00Z,1981.2520548,4928,5608,1017.49
1981-04-04T00:00:00Z,1981.2547945,4724,5537,1021.47
1981-04-05T00:00:00Z,1981.2575342,5206,5586,1009.62
1981-04-06T00:00:00Z,1981.2602740,5392,5614,1005.44
1981-04-07T00:00:00Z,1981.2630137,5152,5643,1012.31
1981-04-08T00:00:00Z,1981.2657534,5024,5563,1013.78
1981-04-09T00:00:00Z,1981.2684932,5015,5577,1014.33
1981-04-10T00:00:00Z,1981.2712329,5481,5593,1002.82
1981-04-11T00:00:00Z,1981.2739726,5298,5575,1007.00
1981-04-12T00:00:00Z,1981.2767123,5100,5523,1010.91
1981-04-13T00:00:00Z,1981.2794521,5857,5461,990.58
1981-04-14T00:00:00Z,1981.2821918,5246,5480,1005.92
1981-04-15T00:00:00Z,1981.2849315,4984,5491,1013.13
1981-04-16T00:00:00Z,1981.2876712,4607,5496,1023.85
1981-04-17T00:00:00Z,1981.2904110,4751,5530,1020.62
1981-04-18T00:00:00Z,1981.2931507,5206,5528,1008.13
1981-04-19T00:00:00Z,1981.2958904,4898,5538,1016.65
1981-04-20T00:00:00Z,1981.2986301,5700,5553,996.53
1981-04-21T00:00:00Z,1981.3013699,5556,5513,998.95
1981-04-22T00:00:00Z,1981.3041096,5484,5536,1001.27
1981-04-23T00:00:00Z,1981.3068493,5446,5561,1002.81
1981-04-24T00:00:00Z,1981.3095890,5406,5575,1004.18
1981-04-25T00:00:00Z,1981.3123288,5327,5600,1006.75
1981-04-26T00:00:00Z,1981.3150685,5112,5577,1011.79
1981-04-27T00:00:00Z,1981.3178082,5120,5520,1010.17
1981-04-28T00:00:00Z,1981.3205479,5167,5505,1008.55
1981-04-29T00:00:00Z,1981.3232877,5334,5555,1005.51
1981-04-30T00:00:00Z,1981.3260274,5452,5555,1002.54
1981-05-01T00:00:00Z,1981.3287671,5355,5500,1003.61
1981-05-02T00:00:00Z,1981.3315068,5399,5513,1002.85
1981-05-03T00:00:00Z,1981.3342466,5817,5545,993.52
1981-05-04T00:00:00Z,1981.3369863,5740,5588,996.40
1981-05-05T00:00:00Z,1981.3397260,5284,5578,1007.35
1981-05-06T00:00:00Z,1981.3424658,5046,5589,1013.81
1981-05-07T00:00:00Z,1981.3452055,4991,5625,1016.17
1981-05-08T00:00:00Z,1981.3479452,4759,5618,1022.45
1981-05-09T00:00:00Z,1981.3506849,4800,5584,1020.49
1981-05-10T00:00:00Z,1981.3534247,4885,5594,1018.37
1981-05-11T00:00:00Z,1981.3561644,4461,5488,1027.99
1981-05-12T00:00:00Z,1981.3589041,4427,5452,1028.15
1981-05-13T00:00:00Z,1981.3616438,4496,5442,1025.81
1981-05-14T00:00:00Z,1981.3643836,4636,5449,1021.84
1981-05-15T00:00:00Z,1981.3671233,4517,5420,1024.63
1981-05-16T00:00:00Z,1981.3698630,4462,5303,1023.35
1981-05-17T00:00:00Z,1981.3726027,4615,5341,1019.75
1981-05-18T00:00:00Z,1981.3753425,4424,5093,1019.03
1981-05-19T00:00:00Z,1981.3780822,4449,5145,1019.64
1981-05-20T00:00:00Z,1981.3808219,4427,5185,1021.35
1981-05-21T00:00:00Z,1981.3835616,4548,5290,1020.43
1981-05-22T00:00:00Z,1981.3863014,4702,5382,1018.30
1981-05-23T00:00:00Z,1981.3890411,4790,5406,1016.35
1981-05-24T00:00:00Z,1981.3917808,4874,5504,1016.46
1981-05-25T00:00:00Z,1981.3945205,5180,5535,1008.98
1981-05-26T00:00:00Z,1981.3972603,5246,5546,1007.54
1981-05-27T00:00:00Z,1981.4000000,5069,5574,1012.84
1981-05-28T00:00:00Z,1981.4027397,5164,5642,1012.02
1981-05-29T00:00:00Z,1981.4054795,5469,5679,1005.11
1981-05-30T00:00:00Z,1981.4082192,5513,5664,1003.66
1981-05-31T00:00:00Z,1981.4109589,5167,5655,1012.26
1981-06-01T00:00:00Z,1981.4136986,5139,5609,1011.89
1981-06-02T00:00:00Z,1981.4164384,5186,5621,1010.94
1981-06-03T00:00:00Z,1981.4191781,5104,5647,1013.70
1981-06-04T00:00:00Z,1981.4219178,5674,5669,999.95
1981-06-05T00:00:00Z,1981.4246575,5974,5698,993.61
1981-06-06T00:00:00Z,1981.4273973,5783,5716,998.45
1981-06-07T00:00:00Z,1981.4301370,5596,5681,1002.05
1981-06-08T00:00:00Z,1981.4328767,5604,5602,999.94
1981-06-09T00:00:00Z,1981.4356164,5580,5619,1000.97
1981-06-10T00:00:00Z,1981.4383562,5672,5640,999.22
1981-06-11T00:00:00Z,1981.4410959,5721,5650,998.32
1981-06-12T00:00:00Z,1981.4438356,5190,5646,1011.42
1981-06-13T00:00:00Z,1981.4465753,5124,5671,1013.72
1981-06-14T00:00:00Z,1981.4493151,5625,5710,1002.09
1981-06-15T00:00:00Z,1981.4520548,5742,5696,998.95
1981-06-16T00:00:00Z,1981.4547945,5489,5695,1004.98
1981-06-17T00:00:00Z,1981.4575342,5354,5604,1006.17
1981-06-18T00:00:00Z,1981.4602740,5290,5620,1008.18
1981-06-19T00:00:00Z,1981.4630137,5119,5653,1013.40
1981-06-20T00:00:00Z,1981.4657534,5200,5669,1011.74
1981-06-21T00:00:00Z,1981.4684932,5115,5607,1012.61
1981-06-22T00:00:00Z,1981.4712329,4625,5604,1025.94
1981-06-23T00:00:00Z,1981.4739726,4734,5641,1023.71
1981-06-24T00:00:00Z,1981.4767123,4951,5679,1018.55
1981-06-25T00:00:00Z,1981.4794521,5246,5725,1011.85
1981-06-26T00:00:00Z,1981.4821918,5540,5705,1003.97
1981-06-27T00:00:00Z,1981.4849315,5296,5604,1007.71
1981-06-28T00:00:00Z,1981.4876712,4911,5572,1017.09
1981-06-29T00:00:00Z,1981.4904110,5090,5587,1012.59
1981-06-30T00:00:00Z,1981.4931507,5436,5539,1002.58
1981-07-01T00:00:00Z,1981.4958904,5706,5535,995.88
1981-07-02T00:00:00Z,1981.4986301,5791,5596,995.36
1981-07-03T00:00:00Z,1981.5013699,5465,5619,1003.80
1981-07-04T00:00:00Z,1981.5041096,5435,5637,1004.94
1981-07-05T00:00:00Z,1981.5068493,5594,5687,1002.23
1981-07-06T00:00:00Z,1981.5095890,5233,5736,1012.40
1981-07-07T00:00:00Z,1981.5123288,5312,5754,1010.79
1981-07-08T00:00:00Z,1981.5150685,5237,5752,1012.70
1981-07-09T00:00:00Z,1981.5178082,4971,5744,1019.52
1981-07-10T00:00:00Z,1981.5205479,4990,5754,1019.27
1981-07-11T00:00:00Z,1981.5232877,5116,5759,1016.00
1981-07-12T00:00:00Z,1981.5260274,5338,5759,1010.28
1981-07-13T00:00:00Z,1981.5287671,5416,5752,1008.15
1981-07-14T00:00:00Z,1981.5315068,5556,5781,1005.38
1981-07-15T00:00:00Z,1981.5342466,5789,5791,1000.05
1981-07-16T00:00:00Z,1981.5369863,5832,5767,998.48
1981-07-17T00:00:00Z,1981.5397260,5553,5741,1004.51
1981-07-18T00:00:00Z,1981.5424658,5442,5724,1006.82
1981-07-19T00:00:00Z,1981.5452055,5373,5735,1008.82
1981-07-20T00:00:00Z,1981.5479452,5462,5750,1006.93
1981-07-21T00:00:00Z,1981.5506849,5421,5743,1007.81
1981-07-22T00:00:00Z,1981.5534247,5795,5732,998.58
1981-07-23T00:00:00Z,1981.5561644,5876,5623,994.06
1981-07-24T00:00:00Z,1981.5589041,5412,5575,1004.13
1981-07-25T00:00:00Z,1981.5616438,4881,5503,1016.26
1981-07-26T00:00:00Z,1981.5643836,4652,5312,1017.95
1981-07-27T00:00:00Z,1981.5671233,4904,5424,1013.62
1981-07-28T00:00:00Z,1981.5698630,5078,5524,1011.37
