Timestamp,FractionalDate,UncorrectedCountRate[cts/min],CorrectedCountRate[cts/min],Pressure[mbar]
1995-07-26T00:00:00Z,1995.5643836,5665,6380,1014.53
1995-07-27T00:00:00Z,1995.5671233,5680,6376,1014.08
1995-07-28T00:00:00Z,1995.5698630,5677,6386,1014.36
1995-07-29T00:00:00Z,1995.5726027,5621,6386,1015.69
1995-07-30T00:00:00Z,1995.5753425,0,0,0.00
1995-07-31T00:00:00Z,1995.5780822,5419,6403,1020.99
1995-08-01T00:00:00Z,1995.5808219,5423,6415,1021.17
1995-08-02T00:00:00Z,1995.5835616,5615,6434,1016.88
1995-08-03T00:00:00Z,1995.5863014,6076,6452,1006.63
1995-08-04T00:00:00Z,1995.5890411,6317,6444,1001.17
1995-08-05T00:00:00Z,1995.5917808,6028,6416,1006.90
1995-08-06T00:00:00Z,1995.5945205,6028,6416,1006.90
1995-08-07T00:00:00Z,1995.5972603,6305,6426,1001.06
1995-08-08T00:00:00Z,1995.6000000,5989,6378,1006.97
1995-08-09T00:00:00Z,1995.6027397,6138,6363,1003.35
1995-08-10T00:00:00Z,1995.6054795,5814,6356,1010.55
1995-08-11T00:00:00Z,1995.6082192,5562,6376,1016.93
1995-08-12T00:00:00Z,1995.6109589,5647,6365,1014.63
1995-08-13T00:00:00Z,1995.6136986,5796,6381,1011.47
1995-08-14T00:00:00Z,1995.6164384,5790,6367,1011.31
1995-08-15T00:00:00Z,1995.6191781,5774,6375,1011.85
1995-08-16T00:00:00Z,1995.6219178,5942,6386,1008.18
1995-08-17T00:00:00Z,1995.6246575,5968,6391,1007.73
1995-08-18T00:00:00Z,1995.6273973,6014,6381,1006.47
1995-08-19T00:00:00Z,1995.6301370,5924,6422,1009.37
1995-08-20T00:00:00Z,1995.6328767,5768,6450,1013.56
1995-08-21T00:00:00Z,1995.6356164,5670,6449,1015.86
1995-08-22T00:00:00Z,1995.6383562,6266,6477,1002.98
1995-08-23T00:00:00Z,1995.6410959,6223,6425,1002.79
1995-08-24T00:00:00Z,1995.6438356,6583,6445,995.65
1995-08-25T00:00:00Z,1995.6465753,6635,6410,993.81
1995-08-26T00:00:00Z,1995.6493151,6570,6422,995.38
1995-08-27T00:00:00Z,1995.6520548,0,0,0.00
1995-08-28T00:00:00Z,1995.6547945,6439,6424,998.16
1995-08-29T00:00:00Z,1995.6575342,6138,6443,1005.04
1995-08-30T00:00:00Z,1995.6602740,5899,6446,1010.48
1995-08-31T00:00:00Z,1995.6630137,5408,6432,1021.92
1995-09-01T00:00:00Z,1995.6657534,5308,6438,1024.55
1995-09-02T00:00:00Z,1995.6684932,5321,6424,1023.93
1995-09-03T00:00:00Z,1995.6712329,5656,6454,1016.32
1995-09-04T00:00:00Z,1995.6739726,5878,6461,1011.22
1995-09-05T00:00:00Z,1995.6767123,5893,6453,1010.74
1995-09-06T00:00:00Z,1995.6794521,5919,6383,1008.66
1995-09-07T00:00:00Z,1995.6821918,5921,6359,1008.10
1995-09-08T00:00:00Z,1995.6849315,5551,6345,1016.53
1995-09-09T00:00:00Z,1995.6876712,5469,6360,1018.86
1995-09-10T00:00:00Z,1995.6904110,5687,6388,1014.18
1995-09-11T00:00:00Z,1995.6931507,5660,6376,1014.55
1995-09-12T00:00:00Z,1995.6958904,5527,6378,1017.82
1995-09-13T00:00:00Z,1995.6986301,5399,6363,1020.66
1995-09-14T00:00:00Z,1995.7013699,5430,6387,1020.38
1995-09-15T00:00:00Z,1995.7041096,5318,6389,1023.26
1995-09-16T00:00:00Z,1995.7068493,5267,6370,1024.14
1995-09-17T00:00:00Z,1995.7095890,5302,6405,1024.02
1995-09-18T00:00:00Z,1995.7123288,5364,6389,1022.08
1995-09-19T00:00:00Z,1995.7150685,5551,6344,1016.51
1995-09-20T00:00:00Z,1995.7178082,5745,6362,1012.25
1995-09-21T00:00:00Z,1995.7205479,6034,6381,1006.02
1995-09-22T00:00:00Z,1995.7232877,6163,6445,1004.51
1995-09-23T00:00:00Z,1995.7260274,6400,6403,998.51
1995-09-24T00:00:00Z,1995.7287671,6306,6425,1000.99
1995-09-25T00:00:00Z,1995.7315068,6590,6430,995.12
1995-09-26T00:00:00Z,1995.7342466,7280,6550,984.21
1995-09-27T00:00:00Z,1995.7369863,7267,6409,981.48
1995-09-28T00:00:00Z,1995.7397260,6690,6331,991.06
1995-09-29T00:00:00Z,1995.7424658,6304,6401,1000.53
1995-09-30T00:00:00Z,1995.7452055,6116,6360,1003.75
1995-10-01T00:00:00Z,1995.7479452,6287,6436,1001.68
1995-10-02T00:00:00Z,1995.7506849,6352,6418,999.95
1995-10-03T00:00:00Z,1995.7534247,5776,6375,1011.79
1995-10-04T00:00:00Z,1995.7561644,5784,6336,1010.78
1995-10-05T00:00:00Z,1995.7589041,5665,6332,1013.50
1995-10-06T00:00:00Z,1995.7616438,5859,6344,1009.22
1995-10-07T00:00:00Z,1995.7643836,5964,6336,1006.67
1995-10-08T00:00:00Z,1995.7671233,6043,6325,1004.62
1995-10-09T00:00:00Z,1995.7698630,6199,6329,1001.28
1995-10-10T00:00:00Z,1995.7726027,6131,6346,1003.16
1995-10-11T00:00:00Z,1995.7753425,6156,6372,1003.12
1995-10-12T00:00:00Z,1995.7780822,5923,6406,1009.11
1995-10-13T00:00:00Z,1995.7808219,6565,6411,995.29
1995-10-14T00:00:00Z,1995.7835616,5854,6405,1010.74
1995-10-15T00:00:00Z,1995.7863014,5376,6431,1022.67
1995-10-16T00:00:00Z,1995.7890411,5950,6409,1008.56
1995-10-17T00:00:00Z,1995.7917808,6270,6351,1000.31
1995-10-18T00:00:00Z,1995.7945205,6926,6313,986.02
1995-10-19T00:00:00Z,1995.7972603,6880,6329,987.20
1995-10-20T00:00:00Z,1995.8000000,6621,6328,992.37
1995-10-21T00:00:00Z,1995.8027397,5993,6336,1006.12
1995-10-22T00:00:00Z,1995.8054795,5760,6377,1012.35
1995-10-23T00:00:00Z,1995.8082192,6184,6335,1001.71
1995-10-24T00:00:00Z,1995.8109589,5934,6359,1007.81
1995-10-25T00:00:00Z,1995.8136986,5689,6392,1014.24
1995-10-26T00:00:00Z,1995.8164384,6312,6425,1000.90
1995-10-27T00:00:00Z,1995.8191781,6577,6417,995.22
1995-10-28T00:00:00Z,1995.8219178,7166,6403,983.42
1995-10-29T00:00:00Z,1995.8246575,6114,6401,1004.72
1995-10-30T00:00:00Z,1995.8273973,5862,6365,1009.60
1995-10-31T00:00:00Z,1995.8301370,5514,6366,1017.88
1995-11-01T00:00:00Z,1995.8328767,6036,6363,1005.66
1995-11-02T00:00:00Z,1995.8356164,6494,6350,995.45
1995-11-03T00:00:00Z,1995.8383562,5725,6332,1012.14
1995-11-04T00:00:00Z,1995.8410959,5425,6341,1019.54
1995-11-05T00:00:00Z,1995.8438356,5998,6339,1006.12
1995-11-06T00:00:00Z,1995.8465753,6348,6350,998.60
1995-11-07T00:00:00Z,1995.8493151,5772,6389,1012.20
1995-11-08T00:00:00Z,1995.8520548,5973,6425,1008.34
1995-11-09T00:00:00Z,1995.8547945,6213,6423,1002.94
1995-11-10T00:00:00Z,1995.8575342,5820,6391,1011.16
1995-11-11T00:00:00Z,1995.8602740,5535,6390,1017.86
1995-11-12T00:00:00Z,1995.8630137,5890,6394,1009.98
1995-11-13T00:00:00Z,1995.8657534,6451,6363,996.65
1995-11-14T00:00:00Z,1995.8684932,6715,6400,992.18
1995-11-15T00:00:00Z,1995.8712329,6924,6367,987.18
1995-11-16T00:00:00Z,1995.8739726,6492,6373,995.96
1995-11-17T00:00:00Z,1995.8767123,6205,6383,1002.29
1995-11-18T00:00:00Z,1995.8794521,6479,6403,996.92
1995-11-19T00:00:00Z,1995.8821918,6658,6407,993.34
1995-11-20T00:00:00Z,1995.8849315,6023,6425,1007.23
1995-11-21T00:00:00Z,1995.8876712,5892,6403,1009.85
1995-11-22T00:00:00Z,1995.8904110,5799,6428,1012.44
1995-11-23T00:00:00Z,1995.8931507,6325,6425,1000.62
1995-11-24T00:00:00Z,1995.8958904,6541,6413,995.89
1995-11-25T00:00:00Z,1995.8986301,5787,6402,1012.13
1995-11-26T00:00:00Z,1995.9013699,5548,6384,1017.44
1995-11-27T00:00:00Z,1995.9041096,5304,6342,1022.64
1995-11-28T00:00:00Z,1995.9068493,5278,6314,1022.75
1995-11-29T00:00:00Z,1995.9095890,5548,6283,1015.30
1995-11-30T00:00:00Z,1995.9123288,5536,6335,1016.69
1995-12-01T00:00:00Z,1995.9150685,5246,6320,1023.66
1995-12-02T00:00:00Z,1995.9178082,4856,6333,1034.38
1995-12-03T00:00:00Z,1995.9205479,4603,6368,1042.32
1995-12-04T00:00:00Z,1995.9232877,4682,6366,1039.99
1995-12-05T00:00:00Z,1995.9260274,4735,6384,1038.86
1995-12-06T00:00:00Z,1995.9287671,4714,6396,1039.68
1995-12-07T00:00:00Z,1995.9315068,4750,6392,1038.58
1995-12-08T00:00:00Z,1995.9342466,4868,6428,1036.04
1995-12-09T00:00:00Z,1995.9369863,5286,6408,1024.52
1995-12-10T00:00:00Z,1995.9397260,5770,6386,1012.21
1995-12-11T00:00:00Z,1995.9424658,5211,6368,1025.58
1995-12-12T00:00:00Z,1995.9452055,5441,6429,1021.20
1995-12-13T00:00:00Z,1995.9479452,5598,6472,1018.15
1995-12-14T00:00:00Z,1995.9506849,5727,6456,1014.71
1995-12-15T00:00:00Z,1995.9534247,5502,6455,1020.05
1995-12-16T00:00:00Z,1995.9561644,6302,6466,1002.05
1995-12-17T00:00:00Z,1995.9589041,6495,6486,998.33
1995-12-18T00:00:00Z,1995.9616438,6187,6537,1005.90
1995-12-19T00:00:00Z,1995.9643836,6540,6557,998.83
1995-12-20T00:00:00Z,1995.9671233,6676,6509,995.03
1995-12-21T00:00:00Z,1995.9698630,6422,6453,999.12
1995-12-22T00:00:00Z,1995.9726027,6109,6457,1005.94
1995-12-23T00:00:00Z,1995.9753425,6435,6514,1000.11
1995-12-24T00:00:00Z,1995.9780822,6738,6429,992.13
1995-12-25T00:00:00Z,1995.9808219,7004,6419,986.68
1995-12-26T00:00:00Z,1995.9835616,6790,6389,990.24
1995-12-27T00:00:00Z,1995.9863014,6375,6371,998.40
1995-12-28T00:00:00Z,1995.9890411,6116,6405,1004.69
1995-12-29T00:00:00Z,1995.9917808,6044,6408,1006.36
1995-12-30T00:00:00Z,1995.9945205,6150,6415,1004.16
1995-12-31T00:00:00Z,1995.9972603,5991,6413,1007.66
1996-01-01T00:00:00Z,1996.0000000,6232,6460,1003.34
1996-01-02T00:00:00Z,1996.0027322,5692,6419,1014.80
1996-01-03T00:00:00Z,1996.0054645,5313,6431,1024.27
1996-01-04T00:00:00Z,1996.0081967,5700,6459,1015.46
1996-01-05T00:00:00Z,1996.0109290,5530,6448,1019.35
1996-01-06T00:00:00Z,1996.0136612,5434,6450,1021.61
1996-01-07T00:00:00Z,1996.0163934,5456,6447,1021.02
1996-01-08T00:00:00Z,1996.0191257,5468,6455,1020.90
1996-01-09T00:00:00Z,1996.0218579,5620,6448,1017.03
1996-01-10T00:00:00Z,1996.0245902,5496,6406,1019.18
1996-01-11T00:00:00Z,1996.0273224,5473,6418,1019.98
1996-01-12T00:00:00Z,1996.0300546,5484,6417,1019.70
1996-01-13T00:00:00Z,1996.0327869,5366,6416,1022.64
1996-01-14T00:00:00Z,1996.0355191,5305,6401,1023.83
1996-01-15T00:00:00Z,1996.0382514,5190,6412,1027.02
1996-01-16T00:00:00Z,1996.0409836,5427,6427,1021.36
1996-01-17T00:00:00Z,1996.0437158,5410,6419,1021.63
1996-01-18T00:00:00Z,1996.0464481,5061,6441,1031.05
1996-01-19T00:00:00Z,1996.0491803,5032,6450,1032.00
1996-01-20T00:00:00Z,1996.0519126,4938,6410,1033.71
1996-01-21T00:00:00Z,1996.0546448,4952,6410,1033.34
1996-01-22T00:00:00Z,1996.0573770,4936,6414,1033.85
1996-01-23T00:00:00Z,1996.0601093,4811,6413,1037.32
1996-01-24T00:00:00Z,1996.0628415,4589,6410,1043.62
1996-01-25T00:00:00Z,1996.0655738,4656,6418,1041.86
1996-01-26T00:00:00Z,1996.0683060,4950,6451,1034.28
1996-01-27T00:00:00Z,1996.0710383,5464,6461,1021.21
1996-01-28T00:00:00Z,1996.0737705,5783,6458,1013.43
1996-01-29T00:00:00Z,1996.0765027,5246,6435,1026.08
1996-01-30T00:00:00Z,1996.0792350,5794,6445,1012.87
1996-01-31T00:00:00Z,1996.0819672,5769,6461,1013.81
1996-02-01T00:00:00Z,1996.0846995,6164,6463,1004.94
1996-02-02T00:00:00Z,1996.0874317,5823,6502,1013.38
1996-02-03T00:00:00Z,1996.0901639,6584,6513,997.06
1996-02-04T00:00:00Z,1996.0928962,6257,6485,1003.34
1996-02-05T00:00:00Z,1996.0956284,6207,6498,1004.67
1996-02-06T00:00:00Z,1996.0983607,6016,6487,1008.66
1996-02-07T00:00:00Z,1996.1010929,5996,6493,1009.23
1996-02-08T00:00:00Z,1996.1038251,5337,6486,1024.87
1996-02-09T00:00:00Z,1996.1065574,4972,6469,1034.05
1996-02-10T00:00:00Z,1996.1092896,4881,6481,1036.76
1996-02-11T00:00:00Z,1996.1120219,5064,6442,1031.02
1996-02-12T00:00:00Z,1996.1147541,5363,6461,1023.65
1996-02-13T00:00:00Z,1996.1174863,5712,6460,1015.09
1996-02-14T00:00:00Z,1996.1202186,5704,6448,1015.02
1996-02-15T00:00:00Z,1996.1229508,6563,6494,997.38
1996-02-16T00:00:00Z,1996.1256831,7038,6438,986.45
1996-02-17T00:00:00Z,1996.1284153,6762,6425,991.57
1996-02-18T00:00:00Z,1996.1311475,6335,6422,1000.37
1996-02-19T00:00:00Z,1996.1338798,5627,6428,1016.51
1996-02-20T00:00:00Z,1996.1366120,5177,6433,1027.82
1996-02-21T00:00:00Z,1996.1393443,5291,6434,1024.91
1996-02-22T00:00:00Z,1996.1420765,5743,6407,1013.29
1996-02-23T00:00:00Z,1996.1448087,6103,6396,1004.80
1996-02-24T00:00:00Z,1996.1475410,5796,6380,1011.49
1996-02-25T00:00:00Z,1996.1502732,5734,6395,1013.23
1996-02-26T00:00:00Z,1996.1530055,5868,6424,1010.71
1996-02-27T00:00:00Z,1996.1557377,5905,6459,1010.59
1996-02-28T00:00:00Z,1996.1584699,5861,6519,1012.90
1996-02-29T00:00:00Z,1996.1612022,6823,6521,992.37
1996-03-01T00:00:00Z,1996.1639344,6204,6540,1005.80
1996-03-02T00:00:00Z,1996.1666667,5618,6509,1018.35
1996-03-03T00:00:00Z,1996.1693989,5887,6487,1011.62
1996-03-04T00:00:00Z,1996.1721311,6410,6512,1000.61
1996-03-05T00:00:00Z,1996.1748634,6000,6520,1009.71
1996-03-06T00:00:00Z,1996.1775956,5731,6537,1016.28
1996-03-07T00:00:00Z,1996.1803279,5575,6508,1019.39
1996-03-08T00:00:00Z,1996.1830601,5046,6489,1032.51
1996-03-09T00:00:00Z,1996.1857923,4761,6508,1040.71
1996-03-10T00:00:00Z,1996.1885246,4765,6526,1040.97
1996-03-11T00:00:00Z,1996.1912568,4773,6523,1040.68
1996-03-12T00:00:00Z,1996.1939891,4665,6512,1043.55
1996-03-13T00:00:00Z,1996.1967213,4655,6504,1043.66
1996-03-14T00:00:00Z,1996.1994536,4684,6512,1042.98
1996-03-15T00:00:00Z,1996.2021858,4791,6500,1039.71
1996-03-16T00:00:00Z,1996.2049180,4948,6463,1034.57
1996-03-17T00:00:00Z,1996.2076503,5189,6484,1028.57
1996-03-18T00:00:00Z,1996.2103825,5257,6491,1026.95
1996-03-19T00:00:00Z,1996.2131148,5428,6486,1022.57
1996-03-20T00:00:00Z,1996.2158470,5572,6490,1019.07
1996-03-21T00:00:00Z,1996.2185792,5328,6507,1025.48
1996-03-22T00:00:00Z,1996.2213115,5254,6487,1026.96
1996-03-23T00:00:00Z,1996.2240437,5057,6507,1032.53
1996-03-24T00:00:00Z,1996.2267760,5253,6529,1027.85
1996-03-25T00:00:00Z,1996.2295082,5652,6510,1017.64
1996-03-26T00:00:00Z,1996.2322404,6446,6519,1000.03
1996-03-27T00:00:00Z,1996.2349727,6694,6529,995.08
1996-03-28T00:00:00Z,1996.2377049,6397,6541,1001.49
1996-03-29T00:00:00Z,1996.2404372,6073,6546,1008.62
1996-03-30T00:00:00Z,1996.2431694,5833,6551,1014.17
1996-03-31T00:00:00Z,1996.2459016,5723,6535,1016.39
1996-04-01T00:00:00Z,1996.2486339,5690,6555,1017.59
1996-04-02T00:00:00Z,1996.2513661,5920,6553,1012.22
1996-04-03T00:00:00Z,1996.2540984,5707,6560,1017.35
1996-04-04T00:00:00Z,1996.2568306,5387,6558,1025.05
1996-04-05T00:00:00Z,1996.2595628,5454,6563,1023.49
1996-04-06T00:00:00Z,1996.2622951,5543,6560,1021.24
1996-04-07T00:00:00Z,1996.2650273,5487,6561,1022.62
1996-04-08T00:00:00Z,1996.2677596,5531,6532,1020.96
1996-04-09T00:00:00Z,1996.2704918,5399,6541,1024.43
1996-04-10T00:00:00Z,1996.2732240,5143,6550,1031.16
1996-04-11T00:00:00Z,1996.2759563,5038,6516,1033.23
1996-04-12T00:00:00Z,1996.2786885,5307,6507,1026.04
1996-04-13T00:00:00Z,1996.2814208,5569,6502,1019.38
1996-04-14T00:00:00Z,1996.2841530,5638,6516,1018.03
1996-04-15T00:00:00Z,1996.2868852,5583,6507,1019.14
1996-04-16T00:00:00Z,1996.2896175,5685,6515,1016.89
1996-04-17T00:00:00Z,1996.2923497,5960,6527,1010.74
1996-04-18T00:00:00Z,1996.2950820,5815,6507,1013.65
1996-04-19T00:00:00Z,1996.2978142,5997,6500,1009.39
1996-04-20T00:00:00Z,1996.3005464,6206,6519,1005.11
1996-04-21T00:00:00Z,1996.3032787,6133,6535,1007.06
1996-04-22T00:00:00Z,1996.3060109,6474,6545,999.95
1996-04-23T00:00:00Z,1996.3087432,5884,6540,1012.81
1996-04-24T00:00:00Z,1996.3114754,5443,6540,1023.30
1996-04-25T00:00:00Z,1996.3142077,5535,6523,1020.72
1996-04-26T00:00:00Z,1996.3169399,5998,6539,1010.13
1996-04-27T00:00:00Z,1996.3196721,6043,6521,1008.78
1996-04-28T00:00:00Z,1996.3224044,6782,6530,993.38
1996-04-29T00:00:00Z,1996.3251366,6545,6537,998.31
1996-04-30T00:00:00Z,1996.3278689,6390,6547,1001.77
1996-05-01T00:00:00Z,1996.3306011,6094,6548,1008.20
1996-05-02T00:00:00Z,1996.3333333,5927,6549,1011.93
1996-05-03T00:00:00Z,1996.3360656,6032,6549,1009.60
1996-05-04T00:00:00Z,1996.3387978,6296,6540,1003.59
1996-05-05T00:00:00Z,1996.3415301,6444,6573,1001.15
1996-05-06T00:00:00Z,1996.3442623,6611,6573,997.69
1996-05-07T00:00:00Z,1996.3469945,6244,6560,1005.21
1996-05-08T00:00:00Z,1996.3497268,5562,6549,1020.61
1996-05-09T00:00:00Z,1996.3524590,5344,6533,1025.60
1996-05-10T00:00:00Z,1996.3551913,5129,6525,1030.99
1996-05-11T00:00:00Z,1996.3579235,5164,6505,1029.69
1996-05-12T00:00:00Z,1996.3606557,5388,6497,1023.77
1996-05-13T00:00:00Z,1996.3633880,5684,6508,1016.86
1996-05-14T00:00:00Z,1996.3661202,5779,6511,1014.63
1996-05-15T00:00:00Z,1996.3688525,5635,6512,1018.01
1996-05-16T00:00:00Z,1996.3715847,5714,6514,1016.18
1996-05-17T00:00:00Z,1996.3743169,5692,6517,1016.77
1996-05-18T00:00:00Z,1996.3770492,5453,6527,1022.75
1996-05-19T00:00:00Z,1996.3797814,5469,6537,1022.58
1996-05-20T00:00:00Z,1996.3825137,5651,6534,1018.08
1996-05-21T00:00:00Z,1996.3852459,5676,6533,1017.46
1996-05-22T00:00:00Z,1996.3879781,5714,6541,1016.74
1996-05-23T00:00:00Z,1996.3907104,6012,6537,1009.77
1996-05-24T00:00:00Z,1996.3934426,6027,6528,1009.25
1996-05-25T00:00:00Z,1996.3961749,6188,6520,1005.56
1996-05-26T00:00:00Z,1996.3989071,6616,6524,996.56
1996-05-27T00:00:00Z,1996.4016393,6751,6530,993.98
1996-05-28T00:00:00Z,1996.4043716,6170,6537,1006.33
1996-05-29T00:00:00Z,1996.4071038,6187,6533,1005.84
1996-05-30T00:00:00Z,1996.4098361,6053,6545,1009.06
1996-05-31T00:00:00Z,1996.4125683,5753,6554,1016.07
1996-06-01T00:00:00Z,1996.4153005,6029,6541,1009.48
1996-06-02T00:00:00Z,1996.4180328,6098,6549,1008.12
1996-06-03T00:00:00Z,1996.4207650,5906,6565,1012.75
1996-06-04T00:00:00Z,1996.4234973,5823,6559,1014.55
1996-06-05T00:00:00Z,1996.4262295,5834,6566,1014.44
1996-06-06T00:00:00Z,1996.4289617,6040,6511,1008.65
1996-06-07T00:00:00Z,1996.4316940,5996,6508,1009.60
1996-06-08T00:00:00Z,1996.4344262,5765,6499,1014.70
1996-06-09T00:00:00Z,1996.4371585,5910,6497,1011.28
1996-06-10T00:00:00Z,1996.4398907,5746,6499,1015.11
1996-06-11T00:00:00Z,1996.4426230,5967,6501,1010.04
1996-06-12T00:00:00Z,1996.4453552,6307,6527,1003.15
1996-06-13T00:00:00Z,1996.4480874,6668,6552,996.09
1996-06-14T00:00:00Z,1996.4508197,6280,6555,1004.32
1996-06-15T00:00:00Z,1996.4535519,5916,6556,1012.35
1996-06-16T00:00:00Z,1996.4562842,5898,6562,1012.87
1996-06-17T00:00:00Z,1996.4590164,6107,6555,1008.04
1996-06-18T00:00:00Z,1996.4617486,6224,6544,1005.24
1996-06-19T00:00:00Z,1996.4644809,6347,6528,1002.27
1996-06-20T00:00:00Z,1996.4672131,6390,6534,1001.48
1996-06-21T00:00:00Z,1996.4699454,6411,6540,1001.16
1996-06-22T00:00:00Z,1996.4726776,6417,6549,1001.21
1996-06-23T00:00:00Z,1996.4754098,6159,6543,1006.65
1996-06-24T00:00:00Z,1996.4781421,6023,6559,1009.97
1996-06-25T00:00:00Z,1996.4808743,5818,6553,1014.56
1996-06-26T00:00:00Z,1996.4836066,5804,6565,1015.10
1996-06-27T00:00:00Z,1996.4863388,5956,6568,1011.70
1996-06-28T00:00:00Z,1996.4890710,6197,6535,1005.64
1996-06-29T00:00:00Z,1996.4918033,6346,6520,1002.12
1996-06-30T00:00:00Z,1996.4945355,6446,6536,1000.34
1996-07-01T00:00:00Z,1996.4972678,6611,6551,997.23
1996-07-02T00:00:00Z,1996.5000000,6660,6535,995.91
1996-07-03T00:00:00Z,1996.5027322,6427,6508,1000.16
1996-07-04T00:00:00Z,1996.5054645,6200,6520,1005.26
1996-07-05T00:00:00Z,1996.5081967,6469,6546,1000.12
1996-07-06T00:00:00Z,1996.5109290,6629,6565,997.14
1996-07-07T00:00:00Z,1996.5136612,6822,6564,993.31
1996-07-08T00:00:00Z,1996.5163934,6162,6521,1006.17
1996-07-09T00:00:00Z,1996.5191257,5855,6526,1013.12
1996-07-10T00:00:00Z,1996.5218579,6295,6521,1003.24
1996-07-11T00:00:00Z,1996.5245902,6270,6533,1004.05
1996-07-12T00:00:00Z,1996.5273224,6005,6538,1009.97
1996-07-13T00:00:00Z,1996.5300546,6516,6509,998.44
1996-07-14T00:00:00Z,1996.5327869,6967,6503,989.14
1996-07-15T00:00:00Z,1996.5355191,6689,6508,994.85
1996-07-16T00:00:00Z,1996.5382514,6115,6515,1007.02
1996-07-17T00:00:00Z,1996.5409836,5947,6536,1011.24
1996-07-18T00:00:00Z,1996.5437158,5598,6537,1019.43
1996-07-19T00:00:00Z,1996.5464481,5481,6565,1022.85
1996-07-20T00:00:00Z,1996.5491803,5416,6569,1024.55
1996-07-21T00:00:00Z,1996.5519126,5455,6563,1023.45
1996-07-22T00:00:00Z,1996.5546448,5634,6567,1019.18
1996-07-23T00:00:00Z,1996.5573770,5881,6584,1013.72
1996-07-24T00:00:00Z,1996.5601093,6163,6584,1007.40
1996-07-25T00:00:00Z,1996.5628415,6344,6551,1002.80
1996-07-26T00:00:00Z,1996.5655738,6264,6547,1004.44
1996-07-27T00:00:00Z,1996.5683060,6181,6558,1006.45
1996-07-28T00:00:00Z,1996.5710383,6326,6570,1003.58
1996-07-29T00:00:00Z,1996.5737705,6471,6555,1000.20
1996-07-30T00:00:00Z,1996.5765027,6406,6541,1001.28
1996-07-31T00:00:00Z,1996.5792350,6214,6509,1004.74
1996-08-01T00:00:00Z,1996.5819672,6077,6515,1007.87
1996-08-02T00:00:00Z,1996.5846995,6187,6526,1005.68
1996-08-03T00:00:00Z,1996.5874317,6441,6550,1000.72
1996-08-04T00:00:00Z,1996.5901639,6020,6561,1010.15
1996-08-05T00:00:00Z,1996.5928962,5477,6574,1023.16
1996-08-06T00:00:00Z,1996.5956284,5290,6545,1027.24
1996-08-07T00:00:00Z,1996.5983607,5278,6574,1028.15
1996-08-08T00:00:00Z,1996.6010929,5329,6555,1026.45
1996-08-09T00:00:00Z,1996.6038251,5390,6517,1024.13
1996-08-10T00:00:00Z,1996.6065574,5419,6476,1022.54
1996-08-11T00:00:00Z,1996.6092896,5432,6467,1022.01
1996-08-12T00:00:00Z,1996.6120219,5366,6474,1023.82
1996-08-13T00:00:00Z,1996.6147541,5391,6481,1023.34
1996-08-14T00:00:00Z,1996.6174863,5543,6488,1019.72
1996-08-15T00:00:00Z,1996.6202186,5787,6493,1014.04
1996-08-16T00:00:00Z,1996.6229508,5745,6506,1015.28
1996-08-17T00:00:00Z,1996.6256831,5754,6495,1014.83
1996-08-18T00:00:00Z,1996.6284153,5755,6520,1015.32
1996-08-19T00:00:00Z,1996.6311475,5839,6521,1013.38
1996-08-20T00:00:00Z,1996.6338798,5935,6527,1011.31
1996-08-21T00:00:00Z,1996.6366120,5975,6524,1010.33
1996-08-22T00:00:00Z,1996.6393443,5640,6558,1018.86
1996-08-23T00:00:00Z,1996.6420765,5507,6555,1022.00
1996-08-24T00:00:00Z,1996.6448087,5642,6559,1018.83
1996-08-25T00:00:00Z,1996.6475410,5613,6523,1018.77
1996-08-26T00:00:00Z,1996.6502732,5588,6507,1019.04
1996-08-27T00:00:00Z,1996.6530055,5549,6501,1019.86
1996-08-28T00:00:00Z,1996.6557377,5486,6493,1021.23
1996-08-29T00:00:00Z,1996.6584699,5468,6474,1021.29
1996-08-30T00:00:00Z,1996.6612022,5637,6501,1017.74
1996-08-31T00:00:00Z,1996.6639344,5795,6534,1014.70
1996-09-01T00:00:00Z,1996.6666667,5805,6571,1015.22
1996-09-02T00:00:00Z,1996.6693989,5821,6588,1015.21
1996-09-03T00:00:00Z,1996.6721311,6223,6614,1006.69
1996-09-04T00:00:00Z,1996.6748634,5953,6597,1012.37
1996-09-05T00:00:00Z,1996.6775956,5660,6560,1018.40
1996-09-06T00:00:00Z,1996.6803279,5485,6488,1021.16
1996-09-07T00:00:00Z,1996.6830601,5476,6492,1021.46
1996-09-08T00:00:00Z,1996.6857923,5679,6450,1015.67
1996-09-09T00:00:00Z,1996.6885246,5882,6444,1010.83
1996-09-10T00:00:00Z,1996.6912568,6298,6424,1001.14
1996-09-11T00:00:00Z,1996.6939891,6250,6420,1002.09
1996-09-12T00:00:00Z,1996.6967213,6055,6444,1006.87
1996-09-13T00:00:00Z,1996.6994536,5837,6433,1011.60
1996-09-14T00:00:00Z,1996.7021858,5757,6470,1014.24
1996-09-15T00:00:00Z,1996.7049180,5580,6486,1018.82
1996-09-16T00:00:00Z,1996.7076503,5318,6504,1025.67
1996-09-17T00:00:00Z,1996.7103825,5283,6504,1026.58
1996-09-18T00:00:00Z,1996.7131148,5450,6504,1022.34
1996-09-19T00:00:00Z,1996.7158470,5362,6528,1025.04
1996-09-20T00:00:00Z,1996.7185792,5505,6525,1021.49
1996-09-21T00:00:00Z,1996.7213115,5876,6516,1012.42
